Customer,Age,Gender,Frequency of Purchases,Purchase Amount (USD),Category,Review Rating,Item Purchased,Subscription Status
486,33,Female,rare,8579,Clothing,5,Shoes,Yes
487,34,Male,frequent,11516,Home,5,Sandals,Yes
488,27,Female,occasional,3637,Books,5,Jacket,Yes
489,37,Female,frequent,13585,Health,4,Sweater,Yes
490,28,Male,rare,1428,Clothing,4,Socks,Yes
491,30,Female,rare,10967,Food,4,Sneakers,Yes
492,36,Female,frequent,8726,Electronics,6,Coat,Yes
493,36,Male,occasional,7519,Food,4,Shirt,Yes
494,25,Female,frequent,3454,Health,5,Backpack,Yes
495,26,Male,occasional,5955,Books,6,Boots,Yes
496,24,Female,frequent,11233,Electronics,6,Handbag,Yes
497,31,Female,rare,17296,Food,5,Dress,Yes
498,31,Female,occasional,2495,Electronics,5,Sneakers,Yes
499,32,Male,frequent,13592,Beauty,6,Boots,Yes
500,32,Male,occasional,16169,Clothing,4,Shoes,Yes
501,27,Female,occasional,15234,Books,5,T-shirt,Yes
502,26,Female,rare,4119,Food,4,Boots,Yes
503,35,Female,occasional,11987,Electronics,5,Pants,Yes
504,33,Female,rare,1922,Electronics,5,Shoes,Yes
505,23,Male,rare,17164,Food,6,Shoes,Yes
506,30,Female,occasional,3808,Clothing,6,T-shirt,Yes
507,26,Male,rare,11540,Books,6,Scarf,Yes
508,21,Female,occasional,4733,Health,3,Shorts,Yes
509,31,Male,rare,3368,Clothing,6,Jewelry,Yes
510,30,Female,rare,7421,Food,5,T-shirt,Yes
511,30,Female,occasional,11775,Electronics,4,Shirt,Yes
512,31,Male,rare,1953,Electronics,3,Shirt,Yes
513,34,Male,occasional,3011,Clothing,4,Gloves,Yes
514,31,Male,frequent,12216,Beauty,5,Scarf,Yes
515,27,Female,occasional,3788,Electronics,5,Skirt,Yes
516,27,Female,rare,5206,Clothing,5,Hat,Yes
517,29,Female,frequent,10565,Electronics,7,Hoodie,Yes
518,31,Female,rare,3340,Home,5,Boots,Yes
519,25,Male,frequent,10740,Clothing,6,Blouse,Yes
520,29,Female,rare,8739,Books,4,Belt,Yes
521,34,Female,occasional,14525,Food,5,Sunglasses,Yes
522,30,Male,occasional,16610,Books,3,Shorts,Yes
523,27,Male,frequent,10307,Books,4,Gloves,Yes
524,29,Male,rare,11876,Books,6,Sandals,Yes
525,35,Female,rare,6802,Food,7,Shirt,Yes
526,32,Male,rare,7049,Health,6,Coat,Yes
527,36,Male,occasional,17793,Food,5,Pants,Yes
528,31,Male,rare,16860,Food,3,T-shirt,Yes
529,32,Male,rare,14610,Clothing,4,Sneakers,Yes
530,28,Female,rare,10898,Electronics,4,Shorts,Yes
531,33,Female,rare,2328,Clothing,4,Coat,Yes
532,28,Female,occasional,6242,Clothing,4,Sandals,Yes
533,24,Female,rare,10176,Electronics,4,Pants,Yes
534,31,Male,occasional,13925,Electronics,4,Sandals,Yes
535,39,Female,frequent,17662,Clothing,5,Gloves,Yes
536,34,Male,rare,1757,Clothing,4,T-shirt,Yes
537,35,Male,frequent,9356,Clothing,5,Jacket,Yes
538,32,Male,frequent,20031,Books,6,Blouse,Yes
539,27,Male,rare,14199,Electronics,4,Socks,Yes
540,29,Female,occasional,14287,Health,5,Coat,Yes
541,29,Male,rare,8451,Clothing,5,Dress,Yes
542,28,Male,frequent,11452,Food,3,Jacket,Yes
543,33,Male,rare,16478,Food,5,Boots,Yes
544,25,Female,occasional,5838,Books,5,Skirt,Yes
545,34,Male,rare,3315,Clothing,5,Sandals,Yes
546,34,Female,rare,6677,Health,5,Coat,Yes
547,25,Male,frequent,6304,Clothing,6,Hoodie,Yes
548,33,Male,rare,3260,Health,4,Jacket,Yes
549,41,Female,occasional,3456,Beauty,6,Backpack,Yes
550,28,Female,rare,7087,Beauty,4,Backpack,Yes
551,34,Male,frequent,2344,Food,3,Belt,Yes
552,27,Male,rare,7696,Clothing,5,Coat,Yes
553,35,Male,frequent,12475,Clothing,3,T-shirt,Yes
554,31,Male,rare,6960,Electronics,5,Sunglasses,Yes
555,37,Female,frequent,8517,Electronics,4,Sneakers,Yes
556,23,Male,occasional,8160,Electronics,5,Gloves,Yes
557,30,Male,occasional,3690,Health,4,Coat,Yes
558,28,Male,rare,10450,Clothing,6,Shirt,Yes
559,29,Male,rare,5330,Beauty,6,Sneakers,Yes
560,27,Male,occasional,11086,Electronics,5,Scarf,Yes
561,26,Female,occasional,4169,Electronics,5,Jewelry,Yes
562,33,Female,frequent,9292,Electronics,4,Jacket,Yes
563,25,Female,rare,8044,Electronics,6,Jeans,Yes
564,37,Female,rare,15171,Food,4,Shoes,Yes
565,25,Male,frequent,12888,Books,4,Hoodie,Yes
566,30,Female,rare,5857,Clothing,4,Backpack,Yes
567,32,Female,rare,10807,Clothing,5,Sneakers,Yes
568,33,Male,rare,20849,Electronics,5,Blouse,Yes
569,29,Male,rare,11700,Clothing,6,Pants,Yes
570,30,Female,occasional,13472,Food,5,Skirt,Yes
571,34,Female,rare,9466,Clothing,5,T-shirt,Yes
572,23,Female,rare,2741,Beauty,4,Jacket,Yes
573,27,Male,frequent,3783,Electronics,4,Scarf,Yes
574,31,Female,rare,4067,Food,4,Pants,Yes
575,28,Male,frequent,6203,Books,5,Sneakers,Yes
576,36,Female,rare,1889,Clothing,4,Jeans,Yes
577,33,Male,rare,2711,Electronics,6,Hat,Yes
578,30,Male,occasional,9829,Health,6,Skirt,Yes
579,23,Male,rare,12727,Food,4,Sandals,Yes
580,30,Male,rare,13761,Health,4,Sandals,Yes
581,29,Female,frequent,7371,Electronics,5,Sweater,Yes
582,30,Male,rare,6179,Clothing,5,Sweater,Yes
583,25,Male,occasional,11739,Electronics,5,Jacket,Yes
584,32,Female,occasional,17865,Books,4,Shorts,Yes
585,25,Female,occasional,12215,Electronics,6,Socks,Yes
586,29,Male,frequent,14650,Electronics,5,Socks,Yes
587,32,Female,occasional,5202,Electronics,3,Hoodie,Yes
588,26,Male,frequent,8152,Electronics,5,Socks,Yes
589,33,Female,rare,20542,Clothing,6,Boots,Yes
590,24,Male,frequent,14813,Books,6,Shirt,Yes
591,17,Male,frequent,9092,Electronics,5,Belt,Yes
592,32,Female,rare,6028,Books,6,Backpack,Yes
593,34,Female,occasional,2044,Electronics,5,Boots,Yes
594,29,Female,rare,5410,Clothing,4,Coat,Yes
595,32,Male,frequent,2182,Food,3,Hoodie,Yes
596,25,Female,rare,12953,Electronics,5,Shoes,Yes
597,29,Male,occasional,2032,Clothing,6,Shoes,Yes
598,21,Female,rare,11012,Electronics,4,Jewelry,Yes
599,35,Male,occasional,3005,Books,5,Dress,Yes
600,38,Male,occasional,7913,Food,4,Boots,Yes
601,35,Male,occasional,13722,Home,5,Hat,Yes
602,30,Male,rare,4508,Clothing,4,Backpack,Yes
603,30,Male,rare,8692,Books,5,Shoes,Yes
604,23,Female,frequent,9471,Health,7,Handbag,Yes
605,34,Female,frequent,12326,Books,6,Sunglasses,Yes
606,29,Female,occasional,8164,Electronics,4,Hat,Yes
607,27,Male,rare,2502,Electronics,4,Scarf,Yes
608,24,Male,frequent,15650,Electronics,4,Hoodie,Yes
609,29,Male,occasional,13149,Electronics,4,Backpack,Yes
610,26,Female,rare,3540,Beauty,5,Sweater,Yes
611,28,Male,rare,6972,Electronics,4,Shorts,Yes
612,25,Female,rare,15498,Electronics,6,Scarf,Yes
613,38,Male,rare,8939,Health,4,Hat,Yes
614,30,Female,rare,10457,Home,4,Coat,Yes
615,35,Female,occasional,14156,Electronics,6,Jewelry,Yes
616,18,Male,rare,8908,Books,4,Sandals,Yes
617,28,Female,rare,19859,Health,5,Gloves,Yes
618,27,Female,rare,14375,Books,3,Backpack,Yes
619,25,Female,occasional,3902,Food,4,Jacket,Yes
620,37,Male,occasional,9818,Electronics,4,Backpack,Yes
621,24,Female,rare,9491,Clothing,4,Backpack,Yes
622,31,Male,frequent,10338,Home,4,Sunglasses,Yes
623,34,Female,rare,10484,Books,5,Socks,Yes
624,31,Female,rare,14138,Electronics,5,Shoes,Yes
625,26,Male,frequent,2171,Beauty,4,Pants,Yes
626,34,Male,rare,17300,Food,5,Jewelry,Yes
627,31,Female,rare,8130,Electronics,4,Sunglasses,Yes
628,25,Male,rare,11746,Books,5,Sandals,Yes
629,24,Female,rare,7827,Food,6,Sweater,Yes
630,39,Male,rare,6097,Clothing,6,Shoes,Yes
631,27,Female,occasional,18644,Electronics,6,Jewelry,Yes
632,22,Female,occasional,15880,Books,6,Boots,Yes
633,32,Female,frequent,17901,Electronics,5,Backpack,Yes
634,31,Male,rare,17744,Books,6,Sandals,Yes
635,24,Female,rare,8883,Books,4,Sneakers,Yes
636,21,Male,frequent,7217,Electronics,4,Hoodie,Yes
637,29,Male,rare,16224,Clothing,6,Handbag,Yes
638,35,Female,rare,7651,Clothing,4,Sweater,Yes
639,33,Female,occasional,2200,Electronics,5,Sandals,Yes
640,28,Male,frequent,13453,Clothing,5,Dress,Yes
641,26,Male,occasional,7515,Electronics,5,Skirt,Yes
642,31,Male,rare,15014,Electronics,3,Blouse,Yes
643,31,Male,occasional,6078,Books,4,Skirt,Yes
644,33,Female,rare,5370,Clothing,4,Sweater,Yes
645,28,Female,rare,19632,Clothing,6,Backpack,Yes
646,34,Male,rare,10534,Clothing,5,Hoodie,Yes
647,26,Female,rare,5690,Beauty,5,Boots,Yes
648,29,Male,occasional,3271,Health,5,Blouse,Yes
649,33,Female,frequent,8744,Clothing,6,Hoodie,Yes
650,34,Male,rare,3097,Electronics,4,Pants,Yes
651,21,Male,occasional,12742,Electronics,5,Gloves,Yes
652,30,Female,frequent,17184,Books,7,Hat,Yes
653,33,Female,frequent,15318,Clothing,7,Sunglasses,Yes
654,24,Female,occasional,10820,Electronics,4,Scarf,Yes
655,32,Female,rare,15355,Clothing,5,Handbag,Yes
656,26,Male,occasional,14231,Food,6,Handbag,Yes
657,35,Male,rare,9344,Food,4,Jeans,Yes
658,32,Male,occasional,6688,Electronics,4,Jacket,Yes
659,33,Female,rare,7136,Clothing,6,Backpack,Yes
660,31,Male,frequent,8771,Electronics,5,Shorts,Yes
661,34,Female,occasional,15626,Beauty,5,Coat,Yes
662,36,Male,frequent,13495,Electronics,5,Shirt,Yes
663,39,Male,rare,12438,Electronics,4,Gloves,Yes
664,30,Male,occasional,10381,Books,4,Dress,Yes
665,20,Female,rare,4895,Food,5,Pants,Yes
666,30,Male,rare,12260,Food,5,Pants,Yes
667,31,Male,occasional,3764,Food,4,Hoodie,Yes
668,29,Female,occasional,7796,Health,4,Sunglasses,Yes
669,33,Male,rare,9357,Electronics,4,T-shirt,Yes
670,35,Male,frequent,15901,Home,5,Jacket,Yes
671,28,Male,occasional,2900,Books,4,Sweater,Yes
672,29,Female,rare,6093,Health,4,Jacket,Yes
673,32,Female,rare,5908,Health,5,Socks,Yes
674,28,Female,occasional,7142,Books,4,Shirt,Yes
675,30,Male,frequent,1953,Food,4,Jewelry,Yes
676,21,Female,frequent,17953,Food,6,Sunglasses,Yes
677,25,Male,rare,5459,Food,6,Pants,Yes
678,24,Male,rare,18576,Electronics,4,Socks,Yes
679,26,Male,rare,7194,Clothing,5,Blouse,Yes
680,27,Female,rare,5438,Health,5,Sandals,Yes
681,32,Male,rare,10035,Food,7,Sneakers,Yes
682,34,Female,rare,3764,Electronics,5,Shirt,Yes
683,27,Female,occasional,13484,Clothing,3,Jacket,Yes
684,26,Male,rare,18511,Clothing,5,Sandals,Yes
685,25,Male,frequent,5436,Books,6,Hat,Yes
686,28,Female,rare,7868,Beauty,4,Blouse,Yes
687,29,Male,frequent,3467,Clothing,5,Sweater,Yes
688,32,Female,rare,4938,Electronics,6,Gloves,Yes
689,29,Female,occasional,6422,Electronics,5,Scarf,Yes
690,21,Male,occasional,10995,Books,4,Hoodie,Yes
691,30,Female,rare,13964,Electronics,4,Shorts,Yes
692,35,Female,occasional,12679,Home,5,Backpack,Yes
693,35,Male,occasional,16856,Food,6,Sunglasses,Yes
694,26,Female,frequent,2897,Clothing,7,Shorts,Yes
695,23,Male,rare,16472,Home,4,Dress,Yes
696,41,Female,occasional,2139,Clothing,5,Shorts,Yes
697,29,Male,rare,5744,Clothing,4,Belt,Yes
698,30,Male,occasional,14412,Electronics,6,Scarf,Yes
699,32,Female,rare,12277,Electronics,4,Boots,Yes
700,23,Female,occasional,15799,Home,4,Handbag,Yes
701,27,Female,occasional,6510,Health,5,Pants,Yes
702,23,Male,frequent,2345,Electronics,7,Boots,Yes
703,27,Male,rare,10554,Food,4,Shirt,Yes
704,31,Male,occasional,12688,Clothing,5,Dress,Yes
705,24,Female,occasional,16470,Books,6,Hoodie,Yes
706,33,Female,rare,4106,Electronics,7,Pants,Yes
707,31,Male,rare,12035,Books,6,Jeans,Yes
708,26,Female,occasional,10104,Food,5,Shirt,Yes
709,31,Female,rare,2375,Food,5,Backpack,Yes
710,33,Female,occasional,17393,Books,4,Jacket,Yes
711,35,Male,rare,7957,Electronics,4,Scarf,Yes
712,29,Female,rare,5785,Books,7,Boots,Yes
713,30,Female,occasional,7624,Electronics,4,Blouse,Yes
714,30,Female,rare,6651,Health,5,Hoodie,Yes
715,36,Male,rare,15833,Electronics,5,Jacket,Yes
716,35,Female,frequent,15568,Clothing,4,Jeans,Yes
717,34,Male,occasional,14936,Clothing,3,Jewelry,Yes
718,29,Female,rare,2385,Clothing,5,Socks,Yes
719,32,Male,frequent,15872,Food,6,Shirt,Yes
720,32,Male,frequent,20153,Clothing,4,Shorts,Yes
721,25,Female,frequent,16182,Clothing,6,Jewelry,Yes
722,22,Female,frequent,2193,Books,6,Blouse,Yes
723,33,Male,rare,7780,Clothing,6,Sweater,Yes
724,23,Male,occasional,1964,Clothing,4,Jewelry,Yes
725,30,Male,rare,11850,Clothing,6,T-shirt,Yes
726,31,Female,rare,12800,Books,6,Hat,Yes
727,33,Male,rare,8172,Books,5,Shorts,Yes
728,31,Male,rare,1797,Books,5,Sweater,Yes
729,27,Female,rare,4051,Food,5,Jeans,Yes
730,34,Male,frequent,9712,Books,4,Sunglasses,Yes
731,38,Male,rare,17951,Health,4,Boots,Yes
732,34,Female,rare,10103,Home,5,Coat,Yes
733,21,Female,occasional,5355,Clothing,6,Shirt,Yes
734,36,Male,rare,10685,Clothing,4,Dress,Yes
735,30,Female,frequent,11246,Electronics,6,Shirt,Yes
736,32,Male,frequent,17328,Clothing,7,Sunglasses,Yes
737,33,Female,rare,3803,Food,5,Dress,Yes
738,30,Male,frequent,5436,Health,7,Sunglasses,Yes
739,30,Male,rare,4614,Books,4,Sunglasses,Yes
740,35,Male,occasional,14201,Electronics,5,Shorts,Yes
741,33,Male,frequent,10181,Electronics,5,Jeans,Yes
742,34,Male,occasional,14883,Food,6,T-shirt,Yes
743,41,Female,occasional,21727,Clothing,4,Pants,Yes
744,33,Female,frequent,6760,Electronics,6,Sunglasses,Yes
745,31,Female,rare,4845,Books,4,Boots,Yes
746,20,Male,occasional,9975,Health,5,T-shirt,Yes
747,42,Male,rare,9004,Clothing,6,Sandals,Yes
748,28,Male,rare,5401,Food,5,Shorts,Yes
749,41,Female,occasional,12120,Electronics,4,Hat,Yes
750,32,Male,rare,15795,Electronics,6,Scarf,Yes
751,37,Male,occasional,2505,Books,5,T-shirt,Yes
752,30,Male,rare,13006,Electronics,3,Gloves,Yes
753,32,Male,rare,14052,Electronics,5,Scarf,Yes
754,31,Female,occasional,12296,Electronics,4,Boots,Yes
755,29,Male,rare,8902,Health,6,Gloves,Yes
756,29,Female,rare,16519,Books,5,Coat,Yes
757,35,Male,occasional,6911,Electronics,3,Belt,Yes
758,29,Female,rare,4765,Clothing,6,Hoodie,Yes
759,21,Female,frequent,15849,Clothing,3,Shoes,Yes
760,29,Female,rare,6599,Electronics,5,Dress,Yes
761,32,Male,rare,5559,Health,6,Gloves,Yes
762,33,Female,rare,16680,Home,5,Jewelry,Yes
763,33,Male,rare,8760,Electronics,4,Belt,Yes
764,22,Female,rare,8351,Electronics,5,Sweater,Yes
765,32,Female,rare,16457,Books,5,Skirt,Yes
766,34,Female,frequent,17021,Food,6,Sneakers,Yes
767,36,Male,rare,7556,Food,3,Gloves,Yes
768,29,Female,occasional,9722,Books,7,Coat,Yes
769,29,Female,rare,3529,Electronics,6,Backpack,Yes
770,37,Male,occasional,1316,Clothing,7,Socks,Yes
771,23,Female,occasional,15499,Books,6,Sneakers,Yes
772,28,Male,occasional,8560,Electronics,6,Sweater,Yes
773,32,Male,rare,12450,Clothing,4,Jeans,Yes
774,23,Female,rare,9803,Books,4,Hat,Yes
775,31,Male,rare,15282,Books,4,Hat,Yes
776,38,Female,rare,6460,Electronics,5,Handbag,Yes
777,30,Male,occasional,2735,Electronics,5,Shirt,Yes
778,29,Female,occasional,10984,Clothing,5,Socks,Yes
779,32,Female,occasional,10916,Clothing,6,Socks,Yes
780,29,Male,occasional,13985,Food,4,Dress,Yes
781,34,Male,rare,11280,Clothing,4,Shoes,Yes
782,34,Male,occasional,14676,Electronics,4,Scarf,Yes
783,30,Female,rare,15349,Clothing,5,Hoodie,Yes
784,25,Male,rare,13308,Home,4,T-shirt,Yes
785,24,Female,occasional,2306,Clothing,3,Jeans,Yes
786,27,Male,occasional,4065,Electronics,5,Shorts,Yes
787,34,Male,frequent,7480,Food,5,Hat,Yes
788,21,Male,rare,14457,Beauty,6,Handbag,Yes
789,22,Female,rare,15975,Home,5,Pants,Yes
790,27,Female,frequent,12862,Home,6,Handbag,Yes
791,32,Male,frequent,6938,Food,6,Sweater,Yes
792,26,Female,occasional,13613,Electronics,6,Scarf,Yes
793,34,Female,rare,5768,Electronics,6,Sneakers,Yes
794,31,Male,frequent,7619,Food,4,Pants,Yes
795,29,Male,occasional,5665,Electronics,5,Backpack,Yes
796,34,Male,occasional,2257,Clothing,5,Sandals,Yes
797,32,Male,rare,4730,Clothing,4,Socks,Yes
798,28,Male,rare,17309,Electronics,5,Coat,Yes
799,31,Female,rare,8797,Electronics,4,Socks,Yes
800,33,Male,rare,8088,Clothing,5,Belt,Yes
801,32,Male,rare,14047,Electronics,4,Socks,Yes
802,27,Male,occasional,13872,Food,5,Belt,Yes
803,34,Male,rare,19936,Health,5,Pants,Yes
804,35,Male,rare,2516,Clothing,5,Shorts,Yes
805,31,Female,rare,15312,Electronics,5,Boots,Yes
806,31,Female,occasional,3472,Health,6,Dress,Yes
807,30,Female,occasional,8592,Electronics,5,Jeans,Yes
808,40,Female,rare,12897,Food,6,T-shirt,Yes
809,31,Male,frequent,10671,Home,5,Shoes,Yes
810,29,Male,rare,3990,Books,3,Boots,Yes
811,19,Female,occasional,1869,Electronics,4,Scarf,Yes
812,23,Female,rare,17125,Clothing,5,Sneakers,Yes
813,30,Female,frequent,13299,Clothing,6,Boots,Yes
814,31,Female,rare,8469,Clothing,6,Handbag,Yes
815,31,Male,rare,10003,Health,4,Shirt,Yes
816,34,Female,occasional,18636,Beauty,5,Hat,Yes
817,29,Female,occasional,11892,Books,5,Sweater,Yes
818,35,Female,rare,19629,Beauty,5,Handbag,Yes
819,26,Female,rare,8277,Clothing,4,Shirt,Yes
820,25,Female,rare,8999,Electronics,4,Sunglasses,Yes
821,25,Female,rare,6647,Food,5,Sneakers,Yes
822,33,Male,rare,5211,Beauty,6,Hoodie,Yes
823,30,Male,rare,8887,Clothing,2,Shirt,Yes
824,34,Male,rare,15102,Beauty,4,Sunglasses,Yes
825,29,Male,frequent,12880,Electronics,4,Blouse,Yes
826,27,Male,rare,4888,Clothing,3,Belt,Yes
827,28,Female,rare,19827,Electronics,5,Dress,Yes
828,22,Female,occasional,2712,Clothing,5,Shoes,Yes
829,25,Male,rare,8411,Beauty,6,Socks,Yes
830,24,Female,occasional,20754,Electronics,4,Socks,Yes
831,35,Female,rare,8313,Health,4,Shorts,Yes
832,27,Female,occasional,3109,Food,6,Gloves,Yes
833,34,Male,rare,11381,Electronics,6,Jacket,Yes
834,37,Male,rare,17162,Electronics,6,Handbag,Yes
835,29,Male,rare,3635,Books,6,Backpack,Yes
836,31,Female,rare,17131,Food,5,Boots,Yes
837,22,Male,rare,7611,Electronics,6,Gloves,Yes
838,26,Male,frequent,11288,Books,4,Hoodie,Yes
839,30,Male,rare,13940,Food,5,Coat,Yes
840,31,Female,occasional,13264,Electronics,5,Shirt,Yes
841,27,Male,occasional,14496,Home,6,Shirt,Yes
842,42,Female,occasional,3933,Clothing,5,Sweater,Yes
843,28,Male,frequent,16316,Food,4,Shirt,Yes
844,30,Female,rare,17188,Health,3,Hoodie,Yes
845,33,Female,frequent,7036,Food,4,Sandals,Yes
846,30,Female,occasional,9556,Books,6,Belt,Yes
847,27,Female,frequent,11233,Health,4,Boots,Yes
848,35,Female,occasional,9797,Clothing,5,Hoodie,Yes
849,37,Male,occasional,7295,Food,4,Sandals,Yes
850,30,Male,frequent,12356,Electronics,5,Jeans,Yes
851,33,Male,rare,5425,Food,5,Shoes,Yes
852,30,Female,occasional,11105,Health,5,Sandals,Yes
853,35,Female,rare,5274,Electronics,5,Dress,Yes
854,25,Female,rare,8331,Clothing,6,Hat,Yes
855,40,Male,occasional,9314,Electronics,5,Pants,Yes
856,27,Male,frequent,5855,Books,5,Socks,Yes
857,23,Male,rare,9823,Electronics,7,Shirt,Yes
858,28,Male,occasional,9131,Food,4,Shorts,Yes
859,31,Male,occasional,14192,Food,4,Jacket,Yes
860,37,Male,frequent,11068,Clothing,5,Hoodie,Yes
861,34,Male,rare,3336,Electronics,5,Shoes,Yes
862,31,Male,frequent,14697,Health,5,Skirt,Yes
863,24,Male,rare,11606,Health,6,Coat,Yes
864,26,Male,occasional,4278,Books,4,Sneakers,Yes
865,29,Male,rare,15250,Clothing,5,Jeans,Yes
866,41,Female,occasional,10418,Electronics,4,Blouse,Yes
867,22,Male,rare,10214,Food,6,Sunglasses,Yes
868,35,Female,occasional,10539,Food,4,Jacket,Yes
869,28,Male,rare,14005,Food,6,Dress,Yes
870,37,Female,frequent,14819,Electronics,6,Hat,Yes
871,25,Male,frequent,3105,Electronics,4,Hoodie,Yes
872,31,Male,occasional,10935,Clothing,4,Handbag,Yes
873,25,Female,occasional,14062,Electronics,5,Jeans,Yes
874,34,Male,occasional,19388,Electronics,6,Boots,Yes
875,37,Male,rare,6834,Books,4,Jacket,Yes
876,39,Female,occasional,17827,Food,4,Sandals,Yes
877,34,Female,occasional,14562,Beauty,5,Belt,Yes
878,38,Male,rare,11778,Clothing,5,Handbag,Yes
879,36,Female,occasional,2791,Books,6,Sunglasses,Yes
880,29,Male,frequent,16222,Clothing,5,Skirt,Yes
881,32,Male,occasional,3712,Beauty,6,Backpack,Yes
882,26,Female,rare,4501,Home,5,Sandals,Yes
883,29,Male,occasional,11111,Electronics,6,Boots,Yes
884,35,Female,rare,15559,Food,5,Sneakers,Yes
885,32,Male,rare,2552,Books,6,Skirt,Yes
886,32,Male,frequent,9107,Food,6,Dress,Yes
887,25,Male,occasional,13435,Health,6,Shorts,Yes
888,27,Male,rare,4011,Clothing,5,Handbag,Yes
889,27,Male,rare,11196,Books,5,Scarf,Yes
890,32,Female,rare,5196,Electronics,6,Belt,Yes
891,26,Female,frequent,1704,Food,4,Gloves,Yes
892,33,Male,rare,17386,Food,6,Skirt,Yes
893,25,Male,occasional,12569,Books,3,Shorts,Yes
894,38,Male,rare,7202,Books,5,Backpack,Yes
895,32,Female,rare,4622,Books,4,Hoodie,Yes
896,27,Female,occasional,13410,Electronics,7,Hat,Yes
897,31,Male,rare,6529,Books,7,Jewelry,Yes
898,28,Female,occasional,10783,Electronics,5,Shirt,Yes
899,32,Female,rare,4557,Electronics,4,Belt,Yes
900,31,Female,rare,8276,Clothing,7,Sweater,Yes
901,25,Male,rare,1908,Electronics,4,Hat,Yes
902,26,Male,rare,1738,Clothing,4,Scarf,Yes
903,31,Female,rare,12820,Electronics,6,Hat,Yes
904,37,Female,occasional,13494,Food,4,Jacket,Yes
905,35,Female,rare,9127,Health,4,T-shirt,Yes
906,27,Female,rare,11937,Health,4,Dress,Yes
907,34,Female,occasional,10604,Food,6,Pants,Yes
908,30,Male,frequent,20868,Electronics,5,Sweater,Yes
909,31,Female,occasional,10083,Clothing,6,Sunglasses,Yes
910,31,Male,rare,15214,Food,5,Belt,Yes
911,42,Female,occasional,13133,Electronics,4,Hoodie,Yes
912,25,Female,frequent,7915,Clothing,5,Pants,Yes
913,30,Female,frequent,11831,Health,5,Hoodie,Yes
914,22,Female,frequent,14925,Electronics,5,Sneakers,Yes
915,33,Male,occasional,12335,Electronics,4,Dress,Yes
916,35,Male,occasional,4439,Electronics,5,Dress,Yes
917,36,Male,occasional,8696,Food,5,Jeans,Yes
918,21,Male,frequent,7896,Food,4,Sweater,Yes
919,32,Male,rare,8128,Clothing,4,Shorts,Yes
920,37,Female,frequent,14004,Books,4,Shirt,Yes
921,28,Male,rare,15024,Home,6,Belt,Yes
922,29,Female,rare,10042,Clothing,5,Coat,Yes
923,30,Female,frequent,13624,Electronics,4,Sneakers,Yes
924,32,Male,occasional,12723,Books,4,Shirt,Yes
925,33,Male,rare,3347,Clothing,3,Socks,Yes
926,36,Female,occasional,8724,Beauty,5,Jeans,Yes
927,30,Male,occasional,10411,Electronics,6,Jeans,Yes
928,31,Female,frequent,8085,Food,5,Sneakers,Yes
929,41,Male,frequent,17678,Food,5,Dress,Yes
